"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","268,945","137,586","131,359","104.7","15,354","15,222","15,148","14,655","20,512","39,357","31,960","31,570","19,092","18,012","30,079","13,509","4,475","39.2","54,803","220,169","214,142","204,939","59,284","48,063","214,142","109,484","104,658","104.6","48,063","22,210","25,853","85.9","","268,945","246,504","22,441","246,504","214,819","7,060","2,711","78","94","82","45","13,125","588","1,226","7,272","1,316","871","847","1,005","2,428","369","1,430","239","390","6,361","22,441","3,385","4,656","7,156","271","","268,945","235,120","12,267","8,636","22,472","4,666","10,058","","268,945","21,641","14,013","1,690","551","5,387","247,304","204,485","6,716","2,378","12,842","2,387","403","18,093","465","17,628","113,730","","207,373","107,129","100,244"
"    Margin of Error","","*****","±32","±32","±0.1","*****","±600","±599","±123","±142","±82","±98","±98","±971","±957","±167","±477","±493","±0.3","*****","±325","*****","±534","±775","±89","*****","*****","*****","*****","±89","±65","±63","±0.3","","*****","±1,166","±1,166","±1,166","±1,051","±575","±338","±42","±72","±60","±39","±729","±261","±295","±593","±224","±260","±579","±332","±186","±165","±321","±125","±267","±891","±1,166","±462","±359","±772","±197","","*****","±1,201","±345","±471","±343","±330","±1,003","","*****","*****","±734","±405","±312","±711","*****","±297","±521","±323","±724","±178","±214","±1,059","±229","±986","±605","","±682","±361","±542"
"    Percent","","268,945","51.2%","48.8%","(X)","5.7%","5.7%","5.6%","5.4%","7.6%","14.6%","11.9%","11.7%","7.1%","6.7%","11.2%","5.0%","1.7%","(X)","20.4%","81.9%","79.6%","76.2%","22.0%","17.9%","214,142","51.1%","48.9%","(X)","48,063","46.2%","53.8%","(X)","","268,945","91.7%","8.3%","91.7%","79.9%","2.6%","1.0%","0.0%","0.0%","0.0%","0.0%","4.9%","0.2%","0.5%","2.7%","0.5%","0.3%","0.3%","0.4%","0.9%","0.1%","0.5%","0.1%","0.1%","2.4%","8.3%","1.3%","1.7%","2.7%","0.1%","","268,945","87.4%","4.6%","3.2%","8.4%","1.7%","3.7%","","268,945","8.0%","5.2%","0.6%","0.2%","2.0%","92.0%","76.0%","2.5%","0.9%","4.8%","0.9%","0.1%","6.7%","0.2%","6.6%","(X)","","207,373","51.7%","48.3%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","*****","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.4","±0.4","±0.1","±0.2","±0.2","(X)","*****","±0.1","*****","±0.2","±0.3","±0.1","(X)","*****","*****","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.4","±0.4","±0.4","±0.4","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.1","±0.1","±0.2","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.4","±0.2","±0.1","±0.3","±0.1","","(X)","±0.4","±0.1","±0.2","±0.1","±0.1","±0.4","","(X)","*****","±0.3","±0.2","±0.1","±0.3","*****","±0.1","±0.2","±0.1","±0.3","±0.1","±0.1","±0.4","±0.1","±0.4","(X)","","(X)","±0.2","±0.2"
"Kittitas County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","47,097","23,547","23,550","100.0","2,151","2,218","2,306","4,509","7,020","5,891","4,600","4,882","2,816","3,171","4,569","2,274","690","33.7","7,970","40,099","39,127","33,675","9,576","7,533","39,127","19,366","19,761","98.0","7,533","3,607","3,926","91.9","","47,097","44,322","2,775","44,322","40,640","488","221","0","0","0","0","617","105","123","145","115","46","35","48","337","30","59","71","177","2,019","2,775","381","609","565","28","","47,097","43,328","1,011","1,000","1,294","440","3,001","","47,097","4,248","3,452","77","3","716","42,849","38,673","473","201","617","325","308","2,252","574","1,678","24,226","","38,016","18,767","19,249"
"    Margin of Error","","*****","±191","±191","±1.6","±73","±317","±300","±285","±214","±243","±173","±147","±306","±284","±73","±175","±161","±0.6","±75","±158","±75","±531","±334","±105","±75","±151","±178","±1.6","±105","±34","±108","±2.9","","*****","±518","±518","±518","±556","±119","±100","±27","±27","±27","±27","±195","±113","±90","±79","±79","±59","±38","±41","±226","±31","±54","±53","±175","±349","±518","±178","±108","±213","±42","","*****","±443","±171","±48","±224","±229","±543","","*****","*****","±252","±80","±6","±248","*****","±491","±114","±89","±195","±227","±253","±487","±427","±294","±144","","±235","±280","±223"
"    Percent","","47,097","50.0%","50.0%","(X)","4.6%","4.7%","4.9%","9.6%","14.9%","12.5%","9.8%","10.4%","6.0%","6.7%","9.7%","4.8%","1.5%","(X)","16.9%","85.1%","83.1%","71.5%","20.3%","16.0%","39,127","49.5%","50.5%","(X)","7,533","47.9%","52.1%","(X)","","47,097","94.1%","5.9%","94.1%","86.3%","1.0%","0.5%","0.0%","0.0%","0.0%","0.0%","1.3%","0.2%","0.3%","0.3%","0.2%","0.1%","0.1%","0.1%","0.7%","0.1%","0.1%","0.2%","0.4%","4.3%","5.9%","0.8%","1.3%","1.2%","0.1%","","47,097","92.0%","2.1%","2.1%","2.7%","0.9%","6.4%","","47,097","9.0%","7.3%","0.2%","0.0%","1.5%","91.0%","82.1%","1.0%","0.4%","1.3%","0.7%","0.7%","4.8%","1.2%","3.6%","(X)","","38,016","49.4%","50.6%"
"    Percent Margin of Error","","(X)","±0.4","±0.4","(X)","±0.2","±0.7","±0.6","±0.6","±0.5","±0.5","±0.4","±0.3","±0.6","±0.6","±0.2","±0.4","±0.3","(X)","±0.2","±0.3","±0.2","±1.1","±0.7","±0.2","(X)","±0.4","±0.4","(X)","(X)","±0.8","±0.8","(X)","","(X)","±1.1","±1.1","±1.1","±1.2","±0.3","±0.2","±0.1","±0.1","±0.1","±0.1","±0.4","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","±0.5","±0.1","±0.1","±0.1","±0.4","±0.7","±1.1","±0.4","±0.2","±0.5","±0.1","","(X)","±0.9","±0.4","±0.1","±0.5","±0.5","±1.2","","(X)","*****","±0.5","±0.2","±0.1","±0.5","*****","±1.0","±0.2","±0.2","±0.4","±0.5","±0.5","±1.0","±0.9","±0.6","(X)","","(X)","±0.6","±0.6"
"Klickitat County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","22,055","11,173","10,882","102.7","1,010","900","1,546","1,156","987","2,299","2,697","2,611","1,753","1,879","3,313","1,583","321","46.8","4,250","18,364","17,805","17,280","6,416","5,217","17,805","8,999","8,806","102.2","5,217","2,635","2,582","102.1","","22,055","21,422","633","21,422","20,214","255","415","0","0","0","46","134","23","4","11","26","0","37","33","3","3","0","0","0","401","633","17","290","163","0","","22,055","20,838","281","754","356","58","478","","22,055","2,644","2,323","3","8","310","19,411","18,080","254","365","120","0","0","592","41","551","10,626","","16,553","8,352","8,201"
"    Margin of Error","","*****","±107","±107","±2.0","±23","±190","±187","±121","±125","±84","±104","±111","±236","±233","±74","±128","±130","±0.9","*****","±88","*****","±135","±232","±82","*****","±72","±72","±1.6","±82","±61","±48","±2.8","","*****","±176","±176","±176","±254","±134","±175","±24","±24","±24","±74","±56","±20","±7","±13","±23","±24","±44","±30","±5","±5","±24","±24","±24","±236","±176","±22","±128","±41","±24","","*****","±312","±131","±149","±48","±43","±244","","*****","*****","±216","±6","±15","±216","*****","±57","±134","±163","±43","±24","±24","±157","±57","±149","±58","","±242","±120","±185"
"    Percent","","22,055","50.7%","49.3%","(X)","4.6%","4.1%","7.0%","5.2%","4.5%","10.4%","12.2%","11.8%","7.9%","8.5%","15.0%","7.2%","1.5%","(X)","19.3%","83.3%","80.7%","78.3%","29.1%","23.7%","17,805","50.5%","49.5%","(X)","5,217","50.5%","49.5%","(X)","","22,055","97.1%","2.9%","97.1%","91.7%","1.2%","1.9%","0.0%","0.0%","0.0%","0.2%","0.6%","0.1%","0.0%","0.0%","0.1%","0.0%","0.2%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","1.8%","2.9%","0.1%","1.3%","0.7%","0.0%","","22,055","94.5%","1.3%","3.4%","1.6%","0.3%","2.2%","","22,055","12.0%","10.5%","0.0%","0.0%","1.4%","88.0%","82.0%","1.2%","1.7%","0.5%","0.0%","0.0%","2.7%","0.2%","2.5%","(X)","","16,553","50.5%","49.5%"
"    Percent Margin of Error","","(X)","±0.5","±0.5","(X)","±0.1","±0.9","±0.8","±0.5","±0.6","±0.4","±0.5","±0.5","±1.1","±1.1","±0.3","±0.6","±0.6","(X)","*****","±0.4","*****","±0.6","±1.1","±0.4","(X)","±0.4","±0.4","(X)","(X)","±0.7","±0.7","(X)","","(X)","±0.8","±0.8","±0.8","±1.2","±0.6","±0.8","±0.2","±0.2","±0.2","±0.3","±0.3","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.2","±0.2","±0.2","±1.1","±0.8","±0.1","±0.6","±0.2","±0.2","","(X)","±1.4","±0.6","±0.7","±0.2","±0.2","±1.1","","(X)","*****","±1.0","±0.1","±0.1","±1.0","*****","±0.3","±0.6","±0.7","±0.2","±0.2","±0.2","±0.7","±0.3","±0.7","(X)","","(X)","±0.6","±0.6"
"Lewis County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","79,430","39,763","39,667","100.2","4,701","4,534","4,795","4,771","4,205","9,481","9,102","9,418","5,682","6,037","10,040","4,745","1,919","42.9","17,124","64,640","62,306","59,930","20,321","16,704","62,306","30,934","31,372","98.6","16,704","8,016","8,688","92.3","","79,430","73,646","5,784","73,646","69,779","456","482","8","5","0","6","915","5","160","176","85","253","114","122","151","37","87","27","0","1,863","5,784","649","1,909","499","32","","79,430","75,410","1,580","2,729","1,541","468","3,986","","79,430","8,464","7,058","391","120","895","70,966","65,654","358","405","829","118","157","3,445","216","3,229","35,426","","60,016","29,669","30,347"
"    Margin of Error","","*****","±131","±131","±0.7","±46","±328","±330","±105","±116","±124","±122","±107","±398","±392","±98","±255","±236","±0.4","±22","±193","±22","±158","±357","±75","±22","±86","±85","±0.5","±75","±60","±64","±1.1","","*****","±439","±439","±439","±553","±100","±157","±11","±9","±30","±10","±222","±7","±79","±86","±78","±96","±104","±109","±84","±37","±82","±32","±30","±521","±439","±72","±168","±164","±47","","*****","±621","±225","±168","±87","±85","±547","","*****","*****","±295","±177","±75","±250","*****","±234","±75","±142","±190","±51","±180","±303","±146","±297","±123","","±295","±205","±182"
"    Percent","","79,430","50.1%","49.9%","(X)","5.9%","5.7%","6.0%","6.0%","5.3%","11.9%","11.5%","11.9%","7.2%","7.6%","12.6%","6.0%","2.4%","(X)","21.6%","81.4%","78.4%","75.5%","25.6%","21.0%","62,306","49.6%","50.4%","(X)","16,704","48.0%","52.0%","(X)","","79,430","92.7%","7.3%","92.7%","87.8%","0.6%","0.6%","0.0%","0.0%","0.0%","0.0%","1.2%","0.0%","0.2%","0.2%","0.1%","0.3%","0.1%","0.2%","0.2%","0.0%","0.1%","0.0%","0.0%","2.3%","7.3%","0.8%","2.4%","0.6%","0.0%","","79,430","94.9%","2.0%","3.4%","1.9%","0.6%","5.0%","","79,430","10.7%","8.9%","0.5%","0.2%","1.1%","89.3%","82.7%","0.5%","0.5%","1.0%","0.1%","0.2%","4.3%","0.3%","4.1%","(X)","","60,016","49.4%","50.6%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.1","±0.4","±0.4","±0.1","±0.1","±0.2","±0.2","±0.1","±0.5","±0.5","±0.1","±0.3","±0.3","(X)","±0.1","±0.2","±0.1","±0.2","±0.4","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.3","±0.3","(X)","","(X)","±0.6","±0.6","±0.6","±0.7","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.7","±0.6","±0.1","±0.2","±0.2","±0.1","","(X)","±0.8","±0.3","±0.2","±0.1","±0.1","±0.7","","(X)","*****","±0.4","±0.2","±0.1","±0.3","*****","±0.3","±0.1","±0.2","±0.2","±0.1","±0.2","±0.4","±0.2","±0.4","(X)","","(X)","±0.2","±0.2"
"Lincoln County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,732","5,385","5,347","100.7","556","596","703","630","486","924","1,082","1,228","881","890","1,613","942","201","48.5","2,286","8,754","8,446","8,130","3,257","2,756","8,446","4,217","4,229","99.7","2,756","1,363","1,393","97.8","","10,732","10,445","287","10,445","10,005","55","199","4","8","0","2","70","0","11","42","13","1","0","3","29","10","9","8","2","87","287","47","117","37","4","","10,732","10,283","128","380","145","36","107","","10,732","375","292","0","0","83","10,357","9,762","55","169","70","29","3","269","8","261","6,094","","8,369","4,163","4,206"
"    Margin of Error","","*****","±63","±63","±2.4","±24","±62","±61","±29","±55","±41","±30","±68","±83","±88","±42","±54","±47","±0.7","±26","±45","±26","±59","±101","±54","±26","±50","±51","±2.3","±54","±42","±31","±3.6","","*****","±54","±54","±54","±50","±22","±57","±6","±9","±20","±5","±20","±20","±21","±24","±12","±3","±20","±4","±3","±12","±9","±11","±6","±49","±54","±22","±42","±20","±7","","*****","±61","±32","±44","±28","±6","±61","","*****","*****","±52","±20","±20","±52","*****","±11","±22","±43","±20","±3","±4","±51","±10","±50","±33","","±47","±46","±54"
"    Percent","","10,732","50.2%","49.8%","(X)","5.2%","5.6%","6.6%","5.9%","4.5%","8.6%","10.1%","11.4%","8.2%","8.3%","15.0%","8.8%","1.9%","(X)","21.3%","81.6%","78.7%","75.8%","30.3%","25.7%","8,446","49.9%","50.1%","(X)","2,756","49.5%","50.5%","(X)","","10,732","97.3%","2.7%","97.3%","93.2%","0.5%","1.9%","0.0%","0.1%","0.0%","0.0%","0.7%","0.0%","0.1%","0.4%","0.1%","0.0%","0.0%","0.0%","0.3%","0.1%","0.1%","0.1%","0.0%","0.8%","2.7%","0.4%","1.1%","0.3%","0.0%","","10,732","95.8%","1.2%","3.5%","1.4%","0.3%","1.0%","","10,732","3.5%","2.7%","0.0%","0.0%","0.8%","96.5%","91.0%","0.5%","1.6%","0.7%","0.3%","0.0%","2.5%","0.1%","2.4%","(X)","","8,369","49.7%","50.3%"
"    Percent Margin of Error","","(X)","±0.6","±0.6","(X)","±0.2","±0.6","±0.6","±0.3","±0.5","±0.4","±0.3","±0.6","±0.8","±0.8","±0.4","±0.5","±0.4","(X)","±0.2","±0.4","±0.2","±0.5","±0.9","±0.5","(X)","±0.6","±0.6","(X)","(X)","±0.9","±0.9","(X)","","(X)","±0.5","±0.5","±0.5","±0.5","±0.2","±0.5","±0.1","±0.1","±0.3","±0.1","±0.2","±0.3","±0.2","±0.2","±0.1","±0.1","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.5","±0.5","±0.2","±0.4","±0.2","±0.1","","(X)","±0.6","±0.3","±0.4","±0.3","±0.1","±0.6","","(X)","*****","±0.5","±0.3","±0.3","±0.5","*****","±0.1","±0.2","±0.4","±0.2","±0.1","±0.1","±0.5","±0.1","±0.5","(X)","","(X)","±0.5","±0.5"
"Mason County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","65,326","33,940","31,386","108.1","3,451","3,570","3,532","3,470","3,352","7,652","7,418","7,292","5,190","5,416","9,372","4,136","1,475","45.3","12,613","54,241","52,713","50,750","18,008","14,983","52,713","27,374","25,339","108.0","14,983","7,183","7,800","92.1","","65,326","60,557","4,769","60,557","53,800","492","1,375","35","27","12","84","701","0","123","281","56","124","13","104","392","41","185","158","8","3,797","4,769","878","1,995","654","13","","65,326","58,372","1,542","3,692","1,561","654","4,580","","65,326","6,687","3,445","184","32","3,026","58,639","51,805","373","1,149","695","379","509","3,729","28","3,701","33,784","","50,257","25,947","24,310"
"    Margin of Error","","*****","±127","±127","±0.8","±142","±361","±355","±229","±253","±171","±168","±162","±436","±419","±122","±348","±329","±0.3","±98","±162","±98","±324","±385","±105","±98","±105","±87","±0.7","±105","±97","±52","±1.4","","*****","±413","±413","±413","±641","±249","±234","±39","±42","±16","±60","±134","±30","±109","±94","±45","±65","±16","±93","±66","±54","±151","±145","±13","±731","±413","±169","±167","±123","±13","","*****","±743","±221","±198","±86","±132","±738","","*****","*****","±578","±145","±43","±619","*****","±445","±155","±155","±134","±67","±443","±271","±35","±269","±87","","±402","±345","±197"
"    Percent","","65,326","52.0%","48.0%","(X)","5.3%","5.5%","5.4%","5.3%","5.1%","11.7%","11.4%","11.2%","7.9%","8.3%","14.3%","6.3%","2.3%","(X)","19.3%","83.0%","80.7%","77.7%","27.6%","22.9%","52,713","51.9%","48.1%","(X)","14,983","47.9%","52.1%","(X)","","65,326","92.7%","7.3%","92.7%","82.4%","0.8%","2.1%","0.1%","0.0%","0.0%","0.1%","1.1%","0.0%","0.2%","0.4%","0.1%","0.2%","0.0%","0.2%","0.6%","0.1%","0.3%","0.2%","0.0%","5.8%","7.3%","1.3%","3.1%","1.0%","0.0%","","65,326","89.4%","2.4%","5.7%","2.4%","1.0%","7.0%","","65,326","10.2%","5.3%","0.3%","0.0%","4.6%","89.8%","79.3%","0.6%","1.8%","1.1%","0.6%","0.8%","5.7%","0.0%","5.7%","(X)","","50,257","51.6%","48.4%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.2","±0.6","±0.5","±0.4","±0.4","±0.3","±0.3","±0.2","±0.7","±0.6","±0.2","±0.5","±0.5","(X)","±0.1","±0.2","±0.1","±0.5","±0.6","±0.2","(X)","±0.2","±0.2","(X)","(X)","±0.4","±0.4","(X)","","(X)","±0.6","±0.6","±0.6","±1.0","±0.4","±0.4","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±1.1","±0.6","±0.3","±0.3","±0.2","±0.1","","(X)","±1.1","±0.3","±0.3","±0.1","±0.2","±1.1","","(X)","*****","±0.9","±0.2","±0.1","±0.9","*****","±0.7","±0.2","±0.2","±0.2","±0.1","±0.7","±0.4","±0.1","±0.4","(X)","","(X)","±0.4","±0.4"
"Okanogan County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","42,080","21,269","20,811","102.2","2,535","2,984","2,584","2,427","2,055","4,537","4,788","4,644","2,892","3,434","5,740","2,569","891","43.0","9,677","33,401","32,403","31,259","11,304","9,200","32,403","16,242","16,161","100.5","9,200","4,578","4,622","99.0","","42,080","39,495","2,585","39,495","30,090","73","4,208","27","29","8","67","249","0","18","90","16","82","0","43","43","43","0","0","0","4,832","2,585","411","1,119","197","37","","42,080","32,491","552","5,493","647","272","5,395","","42,080","8,592","7,665","262","0","665","33,488","27,195","58","4,043","249","43","35","1,865","100","1,765","23,338","","29,408","14,617","14,791"
"    Margin of Error","","*****","±119","±119","±1.2","±49","±274","±274","±246","±243","±40","±108","±24","±257","±259","±121","±173","±183","±0.4","±68","±156","±68","±300","±271","±127","±68","±167","±113","±1.7","±127","±8","±126","±2.7","","*****","±377","±377","±377","±553","±61","±250","±29","±29","±11","±55","±85","±27","±27","±78","±18","±69","±27","±46","±57","±57","±27","±27","±27","±651","±377","±88","±233","±87","±38","","*****","±674","±82","±154","±203","±245","±581","","*****","*****","±352","±226","±27","±292","*****","±79","±54","±224","±85","±57","±44","±231","±66","±228","±188","","±382","±343","±206"
"    Percent","","42,080","50.5%","49.5%","(X)","6.0%","7.1%","6.1%","5.8%","4.9%","10.8%","11.4%","11.0%","6.9%","8.2%","13.6%","6.1%","2.1%","(X)","23.0%","79.4%","77.0%","74.3%","26.9%","21.9%","32,403","50.1%","49.9%","(X)","9,200","49.8%","50.2%","(X)","","42,080","93.9%","6.1%","93.9%","71.5%","0.2%","10.0%","0.1%","0.1%","0.0%","0.2%","0.6%","0.0%","0.0%","0.2%","0.0%","0.2%","0.0%","0.1%","0.1%","0.1%","0.0%","0.0%","0.0%","11.5%","6.1%","1.0%","2.7%","0.5%","0.1%","","42,080","77.2%","1.3%","13.1%","1.5%","0.6%","12.8%","","42,080","20.4%","18.2%","0.6%","0.0%","1.6%","79.6%","64.6%","0.1%","9.6%","0.6%","0.1%","0.1%","4.4%","0.2%","4.2%","(X)","","29,408","49.7%","50.3%"
"    Percent Margin of Error","","(X)","±0.3","±0.3","(X)","±0.1","±0.7","±0.7","±0.6","±0.6","±0.1","±0.3","±0.1","±0.6","±0.6","±0.3","±0.4","±0.4","(X)","±0.2","±0.4","±0.2","±0.7","±0.6","±0.3","(X)","±0.4","±0.4","(X)","(X)","±0.7","±0.7","(X)","","(X)","±0.9","±0.9","±0.9","±1.3","±0.1","±0.6","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±1.5","±0.9","±0.2","±0.6","±0.2","±0.1","","(X)","±1.6","±0.2","±0.4","±0.5","±0.6","±1.4","","(X)","*****","±0.8","±0.5","±0.1","±0.7","*****","±0.2","±0.1","±0.5","±0.2","±0.1","±0.1","±0.5","±0.2","±0.5","(X)","","(X)","±0.7","±0.7"
"Pacific County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
