"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"Chelan County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","76,653","38,549","38,104","101.2","4,609","5,790","4,600","4,743","4,435","9,457","8,926","8,651","5,385","5,390","8,520","3,961","2,186","40.5","18,004","60,457","58,649","55,967","18,004","14,667","58,649","29,090","29,559","98.4","14,667","6,987","7,680","91.0","","76,653","71,867","4,786","71,867","58,702","322","377","0","8","21","0","640","164","133","68","89","20","160","6","32","7","25","0","0","11,794","4,786","353","1,110","340","52","","76,653","63,350","1,024","1,870","1,143","345","14,389","","76,653","21,531","18,771","341","0","2,419","55,122","51,761","247","330","624","32","90","2,038","172","1,866","38,193","","52,830","25,905","26,925"
"    Margin of Error","","*****","±150","±150","±0.8","±55","±394","±410","±141","±116","±100","±149","±140","±428","±447","±210","±348","±281","±0.4","±42","±247","±42","±338","±444","±151","±42","±118","±117","±0.8","±151","±167","±55","±2.5","","*****","±874","±874","±874","±1,293","±165","±159","±30","±17","±31","±30","±163","±95","±105","±74","±77","±22","±221","±9","±19","±15","±16","±30","±30","±1,327","±874","±129","±221","±221","±57","","*****","±1,334","±242","±370","±32","±143","±1,315","","*****","*****","±830","±199","±30","±753","*****","±136","±128","±143","±157","±19","±87","±268","±101","±254","±113","","±802","±529","±438"
"    Percent","","76,653","50.3%","49.7%","(X)","6.0%","7.6%","6.0%","6.2%","5.8%","12.3%","11.6%","11.3%","7.0%","7.0%","11.1%","5.2%","2.9%","(X)","23.5%","78.9%","76.5%","73.0%","23.5%","19.1%","58,649","49.6%","50.4%","(X)","14,667","47.6%","52.4%","(X)","","76,653","93.8%","6.2%","93.8%","76.6%","0.4%","0.5%","0.0%","0.0%","0.0%","0.0%","0.8%","0.2%","0.2%","0.1%","0.1%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","15.4%","6.2%","0.5%","1.4%","0.4%","0.1%","","76,653","82.6%","1.3%","2.4%","1.5%","0.5%","18.8%","","76,653","28.1%","24.5%","0.4%","0.0%","3.2%","71.9%","67.5%","0.3%","0.4%","0.8%","0.0%","0.1%","2.7%","0.2%","2.4%","(X)","","52,830","49.0%","51.0%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.1","±0.5","±0.5","±0.2","±0.2","±0.1","±0.2","±0.2","±0.6","±0.6","±0.3","±0.5","±0.4","(X)","±0.1","±0.3","±0.1","±0.4","±0.6","±0.2","(X)","±0.2","±0.2","(X)","(X)","±0.7","±0.7","(X)","","(X)","±1.1","±1.1","±1.1","±1.7","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±1.7","±1.1","±0.2","±0.3","±0.3","±0.1","","(X)","±1.7","±0.3","±0.5","±0.1","±0.2","±1.7","","(X)","*****","±1.1","±0.3","±0.1","±1.0","*****","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.3","±0.1","±0.3","(X)","","(X)","±0.5","±0.5"
"Clallam County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","76,482","37,628","38,854","96.8","3,471","3,808","3,518","3,445","3,356","8,221","7,902","7,678","5,610","6,881","13,271","7,071","2,250","50.9","12,970","65,057","63,512","61,554","26,827","22,592","63,512","31,010","32,502","95.4","22,592","10,484","12,108","86.6","","76,482","72,978","3,504","72,978","66,154","804","3,753","44","9","53","44","1,100","32","211","330","189","150","66","122","26","5","21","0","0","1,141","3,504","259","1,548","876","30","","76,482","69,574","1,175","5,430","2,085","160","1,757","","76,482","5,147","3,655","211","42","1,239","71,335","62,839","708","3,580","1,065","26","114","3,003","136","2,867","37,367","","62,078","30,369","31,709"
"    Margin of Error","","*****","±101","±101","±0.5","±75","±301","±291","±144","±135","±127","±178","±147","±471","±470","±88","±388","±371","±0.3","*****","±151","*****","±192","±452","±59","*****","±51","±51","±0.3","±59","±60","±7","±0.5","","*****","±385","±385","±385","±404","±181","±274","±37","±13","±62","±47","±190","±33","±106","±149","±104","±83","±53","±78","±23","±6","±23","±30","±30","±392","±385","±127","±240","±218","±35","","*****","±527","±128","±161","±123","±97","±422","","*****","*****","±400","±124","±34","±397","*****","±109","±133","±235","±181","±23","±123","±338","±96","±343","±124","","±272","±180","±204"
"    Percent","","76,482","49.2%","50.8%","(X)","4.5%","5.0%","4.6%","4.5%","4.4%","10.7%","10.3%","10.0%","7.3%","9.0%","17.4%","9.2%","2.9%","(X)","17.0%","85.1%","83.0%","80.5%","35.1%","29.5%","63,512","48.8%","51.2%","(X)","22,592","46.4%","53.6%","(X)","","76,482","95.4%","4.6%","95.4%","86.5%","1.1%","4.9%","0.1%","0.0%","0.1%","0.1%","1.4%","0.0%","0.3%","0.4%","0.2%","0.2%","0.1%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","1.5%","4.6%","0.3%","2.0%","1.1%","0.0%","","76,482","91.0%","1.5%","7.1%","2.7%","0.2%","2.3%","","76,482","6.7%","4.8%","0.3%","0.1%","1.6%","93.3%","82.2%","0.9%","4.7%","1.4%","0.0%","0.1%","3.9%","0.2%","3.7%","(X)","","62,078","48.9%","51.1%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","±0.1","±0.4","±0.4","±0.2","±0.2","±0.2","±0.2","±0.2","±0.6","±0.6","±0.1","±0.5","±0.5","(X)","*****","±0.2","*****","±0.3","±0.6","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.5","±0.5","±0.5","±0.5","±0.2","±0.4","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.5","±0.5","±0.2","±0.3","±0.3","±0.1","","(X)","±0.7","±0.2","±0.2","±0.2","±0.1","±0.6","","(X)","*****","±0.5","±0.2","±0.1","±0.5","*****","±0.1","±0.2","±0.3","±0.2","±0.1","±0.2","±0.4","±0.1","±0.4","(X)","","(X)","±0.2","±0.2"
"Clark County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","481,950","238,203","243,747","97.7","29,252","32,994","32,664","31,081","28,254","64,243","64,302","63,130","31,513","30,064","46,623","19,261","8,569","38.6","115,360","380,197","366,590","350,323","91,702","74,453","366,590","179,300","187,290","95.7","74,453","33,837","40,616","83.3","","481,950","451,491","30,459","451,491","400,476","8,731","2,697","222","52","47","22","22,988","2,129","5,262","3,505","1,593","2,472","4,677","3,350","3,702","351","839","550","1,962","12,897","30,459","6,172","5,570","6,260","261","","481,950","428,940","17,060","10,098","31,486","6,858","20,578","","481,950","48,262","38,113","1,533","640","7,976","433,688","373,376","8,308","2,248","22,620","3,568","897","22,671","1,400","21,271","186,317","","347,084","170,167","176,917"
"    Margin of Error","","*****","±113","±113","±0.1","*****","±1,038","±1,038","±200","±203","±93","±106","±106","±898","±919","±78","±675","±669","±0.2","*****","±464","*****","±543","±773","±78","*****","*****","*****","*****","±78","±61","±63","±0.2","","*****","±1,894","±1,894","±1,894","±1,894","±628","±427","±96","±51","±46","±28","±725","±551","±705","±560","±376","±475","±838","±683","±292","±141","±294","±345","±444","±1,543","±1,894","±670","±506","±689","±157","","*****","±1,757","±459","±504","±328","±441","±1,997","","*****","*****","±1,039","±406","±266","±915","*****","±988","±616","±424","±671","±283","±366","±1,348","±918","±1,043","±171","","±1,127","±646","±761"
"    Percent","","481,950","49.4%","50.6%","(X)","6.1%","6.8%","6.8%","6.4%","5.9%","13.3%","13.3%","13.1%","6.5%","6.2%","9.7%","4.0%","1.8%","(X)","23.9%","78.9%","76.1%","72.7%","19.0%","15.4%","366,590","48.9%","51.1%","(X)","74,453","45.4%","54.6%","(X)","","481,950","93.7%","6.3%","93.7%","83.1%","1.8%","0.6%","0.0%","0.0%","0.0%","0.0%","4.8%","0.4%","1.1%","0.7%","0.3%","0.5%","1.0%","0.7%","0.8%","0.1%","0.2%","0.1%","0.4%","2.7%","6.3%","1.3%","1.2%","1.3%","0.1%","","481,950","89.0%","3.5%","2.1%","6.5%","1.4%","4.3%","","481,950","10.0%","7.9%","0.3%","0.1%","1.7%","90.0%","77.5%","1.7%","0.5%","4.7%","0.7%","0.2%","4.7%","0.3%","4.4%","(X)","","347,084","49.0%","51.0%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","*****","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","(X)","*****","±0.1","*****","±0.1","±0.2","±0.1","(X)","*****","*****","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.4","±0.4","±0.4","±0.4","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.4","±0.1","±0.1","±0.1","±0.1","","(X)","±0.4","±0.1","±0.1","±0.1","±0.1","±0.4","","(X)","*****","±0.2","±0.1","±0.1","±0.2","*****","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.2","±0.2","(X)","","(X)","±0.1","±0.1"
"Columbia County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","4,024","1,974","2,050","96.3","170","193","260","134","226","276","426","578","282","322","661","378","118","49.0","691","3,376","3,333","3,265","1,373","1,157","3,333","1,642","1,691","97.1","1,157","544","613","88.7","","4,024","3,799","225","3,799","3,480","53","11","0","0","0","0","52","50","0","0","0","0","0","2","0","0","0","0","0","203","225","0","163","0","1","","4,024","3,704","54","175","52","4","260","","4,024","326","326","0","0","0","3,698","3,413","53","11","52","0","0","169","1","168","2,174","","3,183","1,565","1,618"
"    Margin of Error","","*****","±78","±78","±7.3","±17","±55","±82","±52","±67","±76","±95","±128","±59","±58","±45","±48","±44","±2.1","±89","±92","±89","±81","±82","±50","±89","±92","±65","±7.7","±50","±18","±43","±6.4","","*****","±112","±112","±112","±90","±42","±16","±13","±13","±13","±13","±69","±69","±13","±13","±13","±13","±13","±4","±13","±13","±13","±13","±13","±137","±112","±13","±72","±13","±2","","*****","±160","±42","±73","±69","±10","±90","","*****","*****","±13","±13","±13","±13","*****","±2","±42","±16","±69","±13","±13","±73","±2","±74","±18","","±60","±74","±78"
"    Percent","","4,024","49.1%","50.9%","(X)","4.2%","4.8%","6.5%","3.3%","5.6%","6.9%","10.6%","14.4%","7.0%","8.0%","16.4%","9.4%","2.9%","(X)","17.2%","83.9%","82.8%","81.1%","34.1%","28.8%","3,333","49.3%","50.7%","(X)","1,157","47.0%","53.0%","(X)","","4,024","94.4%","5.6%","94.4%","86.5%","1.3%","0.3%","0.0%","0.0%","0.0%","0.0%","1.3%","1.2%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","5.0%","5.6%","0.0%","4.1%","0.0%","0.0%","","4,024","92.0%","1.3%","4.3%","1.3%","0.1%","6.5%","","4,024","8.1%","8.1%","0.0%","0.0%","0.0%","91.9%","84.8%","1.3%","0.3%","1.3%","0.0%","0.0%","4.2%","0.0%","4.2%","(X)","","3,183","49.2%","50.8%"
"    Percent Margin of Error","","(X)","±1.9","±1.9","(X)","±0.4","±1.4","±2.0","±1.3","±1.7","±1.9","±2.4","±3.2","±1.5","±1.4","±1.1","±1.2","±1.1","(X)","±2.2","±2.3","±2.2","±2.0","±2.0","±1.2","(X)","±2.0","±2.0","(X)","(X)","±1.8","±1.8","(X)","","(X)","±2.8","±2.8","±2.8","±2.2","±1.0","±0.4","±0.9","±0.9","±0.9","±0.9","±1.7","±1.7","±0.9","±0.9","±0.9","±0.9","±0.9","±0.1","±0.9","±0.9","±0.9","±0.9","±0.9","±3.4","±2.8","±0.9","±1.8","±0.9","±0.1","","(X)","±4.0","±1.0","±1.8","±1.7","±0.2","±2.2","","(X)","*****","±0.9","±0.9","±0.9","±0.9","*****","±0.1","±1.0","±0.4","±1.7","±0.9","±0.9","±1.8","±0.1","±1.8","(X)","","(X)","±2.2","±2.2"
"Cowlitz County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","108,399","53,852","54,547","98.7","6,552","6,381","7,497","6,664","5,775","13,366","12,613","13,583","7,347","7,985","12,429","5,905","2,302","41.0","24,675","86,520","83,724","80,272","25,657","20,636","83,724","41,201","42,523","96.9","20,636","9,637","10,999","87.6","","108,399","101,159","7,240","101,159","94,887","1,048","1,733","169","75","0","25","1,242","50","215","119","128","107","210","413","312","9","109","10","184","1,937","7,240","986","2,241","981","48","","108,399","101,694","2,390","4,404","2,499","932","4,042","","108,399","10,027","8,155","383","78","1,411","98,372","89,261","885","1,211","1,228","281","560","4,946","693","4,253","44,970","","81,753","40,393","41,360"
"    Margin of Error","","*****","±159","±159","±0.6","±106","±458","±447","±200","±166","±213","±197","±176","±536","±556","±152","±290","±275","±0.4","*****","±240","*****","±274","±554","±142","*****","±77","±76","±0.4","±142","±131","±71","±1.4","","*****","±726","±726","±726","±863","±206","±553","±149","±70","±30","±26","±213","±41","±194","±60","±79","±92","±112","±178","±151","±13","±148","±16","±131","±652","±726","±261","±363","±191","±60","","*****","±856","±327","±505","±31","±261","±897","","*****","*****","±469","±249","±59","±417","*****","±597","±160","±296","±209","±121","±454","±569","±396","±428","±111","","±439","±249","±311"
"    Percent","","108,399","49.7%","50.3%","(X)","6.0%","5.9%","6.9%","6.1%","5.3%","12.3%","11.6%","12.5%","6.8%","7.4%","11.5%","5.4%","2.1%","(X)","22.8%","79.8%","77.2%","74.1%","23.7%","19.0%","83,724","49.2%","50.8%","(X)","20,636","46.7%","53.3%","(X)","","108,399","93.3%","6.7%","93.3%","87.5%","1.0%","1.6%","0.2%","0.1%","0.0%","0.0%","1.1%","0.0%","0.2%","0.1%","0.1%","0.1%","0.2%","0.4%","0.3%","0.0%","0.1%","0.0%","0.2%","1.8%","6.7%","0.9%","2.1%","0.9%","0.0%","","108,399","93.8%","2.2%","4.1%","2.3%","0.9%","3.7%","","108,399","9.3%","7.5%","0.4%","0.1%","1.3%","90.7%","82.3%","0.8%","1.1%","1.1%","0.3%","0.5%","4.6%","0.6%","3.9%","(X)","","81,753","49.4%","50.6%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","±0.1","±0.4","±0.4","±0.2","±0.2","±0.2","±0.2","±0.2","±0.5","±0.5","±0.1","±0.3","±0.3","(X)","*****","±0.2","*****","±0.3","±0.5","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.4","±0.4","(X)","","(X)","±0.7","±0.7","±0.7","±0.8","±0.2","±0.5","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.6","±0.7","±0.2","±0.3","±0.2","±0.1","","(X)","±0.8","±0.3","±0.5","±0.1","±0.2","±0.8","","(X)","*****","±0.4","±0.2","±0.1","±0.4","*****","±0.6","±0.1","±0.3","±0.2","±0.1","±0.4","±0.5","±0.4","±0.4","(X)","","(X)","±0.2","±0.2"
"Douglas County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","42,520","21,436","21,084","101.7","2,729","3,382","2,942","2,896","2,440","5,256","5,146","4,893","2,809","2,574","4,306","2,109","1,038","37.8","10,964","32,767","31,556","29,950","9,046","7,453","31,556","15,800","15,756","100.3","7,453","3,464","3,989","86.8","","42,520","40,407","2,113","40,407","28,729","203","410","65","0","67","0","268","15","72","52","15","22","0","92","138","0","122","10","6","10,659","2,113","136","333","200","0","","42,520","30,562","528","802","707","283","11,864","","42,520","13,602","12,645","171","17","769","28,918","26,874","187","348","258","138","43","1,070","256","814","17,234","","27,044","13,335","13,709"
"    Margin of Error","","*****","±137","±137","±1.3","±84","±312","±280","±93","±57","±110","±278","±137","±308","±330","±102","±181","±180","±0.6","*****","±116","*****","±163","±277","±97","*****","±125","±124","±1.6","±97","±32","±89","±2.0","","*****","±614","±614","±614","±507","±79","±156","±69","±27","±90","±27","±262","±32","±103","±52","±28","±30","±27","±106","±89","±27","±86","±15","±13","±625","±614","±73","±152","±108","±27","","*****","±639","±294","±143","±68","±143","±532","","*****","*****","±367","±201","±29","±261","*****","±149","±72","±140","±262","±89","±54","±356","±177","±303","±102","","±386","±272","±265"
"    Percent","","42,520","50.4%","49.6%","(X)","6.4%","8.0%","6.9%","6.8%","5.7%","12.4%","12.1%","11.5%","6.6%","6.1%","10.1%","5.0%","2.4%","(X)","25.8%","77.1%","74.2%","70.4%","21.3%","17.5%","31,556","50.1%","49.9%","(X)","7,453","46.5%","53.5%","(X)","","42,520","95.0%","5.0%","95.0%","67.6%","0.5%","1.0%","0.2%","0.0%","0.2%","0.0%","0.6%","0.0%","0.2%","0.1%","0.0%","0.1%","0.0%","0.2%","0.3%","0.0%","0.3%","0.0%","0.0%","25.1%","5.0%","0.3%","0.8%","0.5%","0.0%","","42,520","71.9%","1.2%","1.9%","1.7%","0.7%","27.9%","","42,520","32.0%","29.7%","0.4%","0.0%","1.8%","68.0%","63.2%","0.4%","0.8%","0.6%","0.3%","0.1%","2.5%","0.6%","1.9%","(X)","","27,044","49.3%","50.7%"
"    Percent Margin of Error","","(X)","±0.3","±0.3","(X)","±0.2","±0.7","±0.7","±0.2","±0.1","±0.3","±0.7","±0.3","±0.7","±0.8","±0.2","±0.4","±0.4","(X)","*****","±0.3","*****","±0.4","±0.7","±0.2","(X)","±0.4","±0.4","(X)","(X)","±0.6","±0.6","(X)","","(X)","±1.4","±1.4","±1.4","±1.2","±0.2","±0.4","±0.2","±0.1","±0.2","±0.1","±0.6","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.3","±0.2","±0.1","±0.2","±0.1","±0.1","±1.5","±1.4","±0.2","±0.4","±0.3","±0.1","","(X)","±1.5","±0.7","±0.3","±0.2","±0.3","±1.3","","(X)","*****","±0.9","±0.5","±0.1","±0.6","*****","±0.3","±0.2","±0.3","±0.6","±0.2","±0.1","±0.8","±0.4","±0.7","(X)","","(X)","±0.7","±0.7"
"Ferry County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","7,643","3,851","3,792","101.6","305","364","345","334","293","794","843","840","677","753","1,376","513","206","52.1","1,240","6,568","6,403","6,225","2,504","2,095","6,403","3,180","3,223","98.7","2,095","1,059","1,036","102.2","","7,643","7,024","619","7,024","5,887","16","1,054","32","0","23","4","35","0","2","4","0","2","11","16","16","8","8","0","0","16","619","24","467","96","18","","7,643","6,488","65","1,546","138","16","23","","7,643","373","148","0","0","225","7,270","5,584","15","1,012","24","16","0","619","7","612","4,541","","6,357","3,158","3,199"
"    Margin of Error","","*****","±93","±93","±5.0","±5","±63","±73","±74","±114","±109","±80","±20","±92","±105","±49","±65","±66","±0.7","±64","±54","±64","±120","±110","±59","±64","±70","±85","±4.4","±59","±20","±52","±5.1","","*****","±99","±99","±99","±56","±15","±111","±36","±18","±22","±5","±38","±18","±8","±7","±18","±3","±21","±28","±15","±11","±10","±18","±18","±22","±99","±23","±96","±31","±19","","*****","±118","±30","±49","±24","±15","±25","","*****","*****","±112","±18","±18","±112","*****","±19","±15","±103","±31","±15","±18","±99","±19","±102","±71","","±70","±71","±90"
"    Percent","","7,643","50.4%","49.6%","(X)","4.0%","4.8%","4.5%","4.4%","3.8%","10.4%","11.0%","11.0%","8.9%","9.9%","18.0%","6.7%","2.7%","(X)","16.2%","85.9%","83.8%","81.4%","32.8%","27.4%","6,403","49.7%","50.3%","(X)","2,095","50.5%","49.5%","(X)","","7,643","91.9%","8.1%","91.9%","77.0%","0.2%","13.8%","0.4%","0.0%","0.3%","0.1%","0.5%","0.0%","0.0%","0.1%","0.0%","0.0%","0.1%","0.2%","0.2%","0.1%","0.1%","0.0%","0.0%","0.2%","8.1%","0.3%","6.1%","1.3%","0.2%","","7,643","84.9%","0.9%","20.2%","1.8%","0.2%","0.3%","","7,643","4.9%","1.9%","0.0%","0.0%","2.9%","95.1%","73.1%","0.2%","13.2%","0.3%","0.2%","0.0%","8.1%","0.1%","8.0%","(X)","","6,357","49.7%","50.3%"
"    Percent Margin of Error","","(X)","±1.2","±1.2","(X)","±0.1","±0.8","±1.0","±1.0","±1.5","±1.4","±1.0","±0.3","±1.2","±1.4","±0.6","±0.9","±0.9","(X)","±0.8","±0.7","±0.8","±1.6","±1.4","±0.8","(X)","±1.1","±1.1","(X)","(X)","±1.3","±1.3","(X)","","(X)","±1.3","±1.3","±1.3","±0.7","±0.2","±1.5","±0.5","±0.5","±0.3","±0.1","±0.5","±0.5","±0.1","±0.1","±0.5","±0.1","±0.3","±0.4","±0.2","±0.1","±0.1","±0.5","±0.5","±0.3","±1.3","±0.3","±1.3","±0.4","±0.3","","(X)","±1.5","±0.4","±0.6","±0.3","±0.2","±0.3","","(X)","*****","±1.5","±0.5","±0.5","±1.5","*****","±0.2","±0.2","±1.4","±0.4","±0.2","±0.5","±1.3","±0.2","±1.3","(X)","","(X)","±1.2","±1.2"
"Franklin County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
